Term	POS1	POS2	POS3	POS4		Anger	Disgust	Fear	Happiness	Sadness	Surprise	Polarity1	Polarity2	Polarity3	Polarity4	Polarity_Avg	Emotion_Affected_Polarity	Normalized_Polarity
συγκινώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.75	2.5	2.75	1	0.5	1	0.5	0.75	1.09	2.59
σύγκρυο	NOUN	NOUN	NOUN	NOUN		1.5	2.25	2.5	1.0	1.75	2.75	-1	-1	-1	-1	-1.0	-1.46	-2.85
συγχωρώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.0	1.0	3.0	1	0	1	1	0.75	1.1	2.61
συλλυπούμαι	VERB	VERB	VERB	VERB		1.0	1.25	1.0	1.0	3.5	2.0	-1	-1	-1	-1	-1.0	-1.38	-2.68
συμβαίνει	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
συμβία	NOUN	NOUN	NOUN	NOUN		2.5	2.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
συμβολισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.0	1	0	1	0	0.5	0.8	1.97
συμμερίζομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.67	1.0	2.0	1	0	1	1	0.75	0.98	2.36
συμμετέχω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.5	1.0	3.0	1	0	1	0	0.5	0.95	2.29
συμμετοχή	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	3.0	1	0	1	0	0.5	0.95	2.29
συμμορίτης	NOUN	NOUN	NOUN	NOUN		2.33	2.67	1.67	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.2	-2.29
συμμορίτισσα	NOUN	NOUN	NOUN	NOUN		2.33	2.67	1.67	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.2	-2.29
συμμοριτοπόλεμος	NOUN	NOUN	NOUN	NOUN		2.33	2.67	1.67	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.2	-2.29
συμπάθεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
συμπαθής -ής -ές	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
συμπαθητικός  -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
συμπαθώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
συμπάσχω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.25	2.25	2.25	1	-1	1	0.5	0.38	0.42	1.16
σύμπλεγμα	NOUN	NOUN	NOUN	NOUN		1.33	2.0	1.67	1.0	1.33	2.0	-1	-1	-1	0	-0.75	-1.08	-2.04
συμπόνια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	2.0	2.0	1	-1	1	0.5	0.38	0.38	1.08
συμπονώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.0	2.0	2.0	1	-1	1	0.5	0.38	0.38	1.08
σύμπραξη	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	1.0	2.5	1	0	1	0	0.5	0.62	1.59
σύμπτωμα	NOUN	NOUN	NOUN	NOUN		1.0	2.5	2.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
συμφυής -ής -ές	ADJ	ADJ	ADJ	ADJ		1.0	1.5	1.0	2.5	1.0	2.0	1	0	0.5	0	0.38	0.53	1.4
συναγωνίζομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.0	1.0	3.5	1	0	1	0	0.5	1.08	2.57
συναισθάνομαι	VERB	VERB	VERB	VERB		1.67	1.67	1.67	3.67	1.67	3.0	1	0	1	0.5	0.62	0.84	2.06
συναίσθημα	NOUN	NOUN	NOUN	NOUN		1.67	1.67	1.67	3.67	1.67	3.0	1	0	1	0.5	0.62	0.84	2.06
συναισθηματικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	1.5	1.5	3.0	1.5	2.5	1	1	1	0.5	0.88	1.0	2.4
συναισθηματικότητα	NOUN	NOUN	NOUN	NOUN		1.5	1.5	1.5	3.0	1.5	2.5	1	0.5	1	0.5	0.75	0.88	2.14
συναισθηματισμός	NOUN	NOUN	NOUN	NOUN		1.5	1.5	1.5	3.0	1.5	2.5	1	0.5	1	0.5	0.75	0.88	2.14
συναίσθηση	NOUN	NOUN	NOUN	NOUN		1.67	1.67	1.67	3.33	1.67	3.0	1	0	1	0.5	0.62	0.77	1.91
συναισθησία	NOUN	NOUN	NOUN	NOUN		1.67	1.67	1.67	3.33	1.67	3.0	1	0	1	0.5	0.62	0.77	1.91
συναίτερος	NOUN	NOUN	NOUN	NOUN		1.5	1.5	1.0	2.0	1.0	2.0	1	0	-1	0	0.0	0.0	0.27
συνδεδεμένος -η -ο	PART	PART	PART	PART		1.0	1.0	1.0	3.0	1.0	2.5	1	0	1	0	0.5	0.83	2.04
σύνδεσμος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.33	1	1	1	0	0.75	1.07	2.55
συνδέω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.0	1.0	2.0	1	1	0	0	0.5	0.8	1.97
συνείδηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.33	1	0	1	1	0.75	1.0	2.4
συνειδητός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	1.0	1.0	1.0	0	0	-1	0	-0.25	-0.4	-0.59
συνειρμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.58	-0.97
συνεπαίρνω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.0	1.0	3.0	1	1	1	1	1.0	1.55	3.57
συνεσταλμένος -η -ο	PART	PART	PART	PART		1.0	1.25	1.5	1.5	1.5	1.75	-1	-1	1	-1	-0.5	-0.64	-1.1
συνεταιράκι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.25	1	1	1	1	1.0	1.31	3.06
συνεταιράκι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.0	0	1	1	1	0.75	0.98	2.36
συνεταίρος	NOUN	NOUN	NOUN	NOUN		1.0	1.5	1.0	2.5	1.0	2.5	1	0	-1	0	0.0	0.18	0.65
συνετός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.33	1.0	2.0	1	0	1	1	0.75	0.92	2.23
σύνθημα	NOUN	NOUN	NOUN	NOUN		1.0	1.5	1.0	2.0	1.0	2.0	1	0	0.5	0	0.38	0.43	1.18
σύννεφο	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.75	1.0	2.0	2.0	-1	-1	-1	-1	-1.0	-1.3	-2.51
συνοδεία	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	2.0	1.0	3.0	0	0	0	0	0.0	0.05	0.37
συνοδοιπόρος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	2.0	1	0	1	0	0.5	0.9	2.19
συνοικέσιο	NOUN	NOUN	NOUN	NOUN		1.0	2.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.7	-1.23
συνομοταξία	NOUN	NOUN	NOUN	NOUN		1.5	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.83	-1.5
συνταγή	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.7	-1.23
συνταξιούχος	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.73	-1.29
συντετριμμένος -η -ο	PART	PART	PART	PART		1.0	1.33	1.33	1.0	2.33	3.0	-1	-1	-1	-1	-1.0	-1.25	-2.4
συντεχνία	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.9	-1.65
συντεχνιακός	ADJ	ADJ	ADJ	ADJ		2.0	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.9	-1.65
συντηρητικός	ADJ	ADJ	ADJ	ADJ		1.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
συντροφεύω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.25	1.0	1.75	1	1	1	1	1.0	1.14	2.7
συντρόφι	NOUN	NOUN	NOUN	NOUN		1.33	2.33	1.0	1.33	1.0	2.0	-1	0	-1	-0.5	-0.62	-0.82	-1.48
συντρόφι	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.5	1.0	1.5	0	0	-1	-0.5	-0.38	-0.6	-1.01
συντρόφισσα	NOUN	NOUN	NOUN	NOUN		1.25	2.0	1.0	1.25	1.0	1.75	-1	1	-1	-1	-0.5	-0.69	-1.21
συντρόφισσα	NOUN	NOUN	NOUN	NOUN		1.33	2.0	1.0	1.33	1.0	1.33	0	1	-1	-1	-0.25	-0.45	-0.69
σύντροφος	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	2.75	1.0	2.0	1	1	1	-1	0.5	0.73	1.82
σύντροφος	NOUN	NOUN	NOUN	NOUN		1.0	1.33	1.0	2.33	1.0	1.67	0	1	1	-1	0.25	0.37	1.06
σύντροφος	NOUN	NOUN	NOUN	NOUN		1.0	1.33	1.0	2.33	1.0	1.67	0	1	1	-1	0.25	0.37	1.06
συρφετός	NOUN	NOUN	NOUN	NOUN		1.67	3.0	1.33	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.15	-2.19
συστέλλομαι	VERB	VERB	VERB	VERB		1.0	1.0	2.33	1.0	1.0	1.33	-1	-1	-1	0	-0.75	-1.02	-1.91
συστηματικός	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	3.0	1	0	1	0	0.5	0.85	2.08
σφίγγω	VERB	VERB	VERB	VERB		1.25	1.75	2.5	1.25	1.5	2.0	-1	-1	-1	-0.5	-0.88	-1.23	-2.36
σφίξιμο	NOUN	NOUN	NOUN	NOUN		1.0	1.75	2.5	1.0	2.25	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
σφόδρα	ADV	ADV	ADV	NOUN		1.0	2.33	2.33	2.0	1.0	2.0	0	0	0	0	0.0	-0.17	-0.1
σφουγγαρόπανο	NOUN	NOUN	NOUN	NOUN		1.67	3.0	1.0	1.0	1.67	2.33	-1	-1	-1	0	-0.75	-1.17	-2.23
σφυρίζω	VERB	VERB	VERB	VERB		1.0	2.0	1.0	1.5	1.0	3.0	-0.5	0	-1	0	-0.38	-0.43	-0.65
σφυροκοπώ	VERB	VERB	VERB	VERB		1.5	2.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.75	-1.33
σχετικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.33	1.0	2.0	1	0	1	1	0.75	0.92	2.23
σχηματικός	ADJ	ADJ	ADJ	ADJ		1.0	1.5	1.0	2.0	1.0	1.0	1	0	-1	0	0.0	0.0	0.27
σχηματοποιώ	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
σχολαστικός	ADJ	ADJ	ADJ	ADJ		1.0	1.67	1.0	1.0	1.0	1.33	-1	0	-1	1	-0.25	-0.45	-0.69
σωσίβιο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.0	1	0	1	1	0.75	0.98	2.36
σώφρων -ων -ον	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.33	1.0	2.33	1	0	1	1	0.75	0.93	2.25
ταβερνείο	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.82	-1.48
ταβερνόβιος	ADJ	ADJ	ADJ	ADJ		1.5	2.25	1.0	1.0	1.0	1.5	-1	-1	-1	-0.5	-0.88	-1.18	-2.25
ταδόπουλος	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.08	-2.04
ταλέντο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.33	1	0	1	1	0.75	1.12	2.66
τάμα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	1.0	1.0	0	0	0	1	0.25	0.3	0.91
τάξη	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.33	1	0	1	1	0.75	1.0	2.4
ταξιδάκι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	3.33	1	0	1	1	0.75	1.32	3.08
ταξίδι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	1	0	0	0	0.25	0.6	1.55
ταρατατζούμ	INTJ	INTJ	INTJ	INTJ		1.0	2.0	1.0	1.33	1.33	3.0	-1	0	-1	-0.5	-0.62	-0.74	-1.31
ταρίφα	NOUN	NOUN	NOUN	NOUN		1.67	2.0	1.0	1.0	1.0	2.0	-1	0	-1	-0.5	-0.62	-0.89	-1.63
ταρίφας	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
τάση	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	2.5	1.0	2.0	0	0	0	0	0.0	0.1	0.48
ταυτίζω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ταύτιση	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
τέλειος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.67	1.0	3.33	1	0	1	1	0.75	1.45	3.36
τεμπελόσκυλο	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.4	-2.72
τενεκές	NOUN	NOUN	NOUN	NOUN		2.67	3.33	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.22	-2.34
τέρμινο	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.82	-1.48
τέρψη	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	2.0	1	1	1	1	1.0	1.5	3.47
τερψιλαρύγγια	NOUN	NOUN	NOUN	NOUN		1.0	1.75	1.0	1.5	1.0	2.0	-1	1	-1	-1	-0.5	-0.57	-0.95
τέτοιος	PRON	PRON	PRON	PRON		3.0	3.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.95	-1.76
τεφτέρι	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.88	-1.61
τεχνηέντως	ADV	ADV	ADV	ADV		1.0	2.0	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-0.98	-1.82
τεχνηέντως	ADV	ADV	ADV	ADV		1.0	2.0	1.0	1.0	1.0	1.0	0	0	-1	-1	-0.5	-0.75	-1.33
τεχνοκράτης	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
τζιτζιφιόγκος	NOUN	NOUN	NOUN	NOUN		1.75	2.75	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.35	-2.61
τζοβαϊρι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.25	1.0	2.25	1	1	1	1	1.0	1.36	3.17
τζόβενο	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.1	-2.08
τζόβενο	NOUN	NOUN	NOUN	NOUN		2.0	2.5	1.0	1.0	1.0	2.0	0	0	-1	-1	-0.5	-0.85	-1.55
τηλεγραφόξυλο	NOUN	NOUN	NOUN	NOUN		1.67	2.33	1.0	1.0	1.0	2.0	-1	-1	-1	0	-0.75	-1.05	-1.97
τιτίζης	NOUN	NOUN	NOUN	NOUN		1.67	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.05	-1.97
τομάρι	NOUN	NOUN	NOUN	NOUN		2.75	3.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.52	-2.98
τομάρι	NOUN	NOUN	NOUN	NOUN		2.5	3.5	1.0	1.0	1.0	1.5	0	-1	-1	-1	-0.75	-1.27	-2.44
τόνος 	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
τοποτηρητής	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.93	-1.72
τουβούλα	NOUN	NOUN	NOUN	NOUN		1.0	2.25	1.0	1.0	1.0	1.25	-1	-1	-1	-1	-1.0	-1.26	-2.42
τουβούλα	NOUN	NOUN	NOUN	NOUN		1.0	2.33	1.0	1.0	1.0	1.0	0	-1	-1	-1	-0.75	-1.03	-1.93
τουρκαλάς	NOUN	NOUN	NOUN	NOUN		2.75	3.0	2.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.58	-3.1
τουρκιά	NOUN	NOUN	NOUN	NOUN		2.25	3.0	1.75	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.5	-2.93
τουρκομερίτης	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.5	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
τουρκομπαρόκ	ADJ	NOUN	ADJ	NOUN		2.0	3.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.9	-1.65
τουρκόσπορος	NOUN	NOUN	NOUN	NOUN		3.25	3.75	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.59	-3.13
τουρλώνω	VERB	VERB	VERB	VERB		1.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
τράβηγμα	NOUN	NOUN	NOUN	NOUN		1.0	2.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.77	-1.38
τραβώ	VERB	VERB	VERB	VERB		1.0	2.0	2.0	1.0	3.0	1.0	0	0	0	-1	-0.25	-0.8	-1.44
τραγικός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.5	3.0	1.5	1.0	2.0	2.25	-1	-1	-1	-1	-1.0	-1.59	-3.13
τραγογενής	ADJ	NOUN	ADJ	ADJ		3.67	3.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.35	-2.61
τραγόπαπας	NOUN	NOUN	NOUN	NOUN		4.0	3.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.4	-2.72
τράγος	NOUN	NOUN	NOUN	NOUN		4.0	3.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.4	-2.72
τραλαλά	INTJ	INTJ	INTJ	INTJ		1.67	1.67	1.0	1.67	1.0	3.0	-1	0	-1	-0.5	-0.62	-0.67	-1.16
τραμπάκουλο	NOUN	NOUN	NOUN	NOUN		1.33	2.67	1.67	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.13	-2.14
τρελάδικο	NOUN	NOUN	NOUN	NOUN		2.67	2.0	1.0	1.0	1.0	3.33	-1	0	-1	-1	-0.75	-1.05	-1.97
τρελογιατρός	NOUN	NOUN	NOUN	NOUN		1.67	2.0	1.0	1.0	1.0	2.0	-1	0	-1	-0.5	-0.62	-0.89	-1.63
τρελός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.25	1.75	1.5	2.5	1.0	2.5	-1	1	-1	-0.5	-0.38	-0.41	-0.61
τρεμάμενος -η -ο	PART	PART	PART	ADJ		2.25	1.25	3.5	1.75	2.0	2.0	-1	-0.5	-1	-1	-0.88	-1.33	-2.57
τρέφω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.0	1.0	2.0	1	0	0	0	0.25	0.35	1.01
τρίο	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-0.98	-1.82
τριτοκοσμικός	ADJ	ADJ	ADJ	ADJ		1.5	3.25	1.0	1.0	2.25	1.75	-1	-1	-1	-1	-1.0	-1.51	-2.95
τρίχα	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.1	-2.08
τριχοτόμηση	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	1.0	0	0	-1	0	-0.25	-0.5	-0.8
τρομάζω	VERB	VERB	VERB	VERB		1.25	1.25	3.75	1.0	1.25	3.5	-1	-1	-1	-1	-1.0	-1.38	-2.68
τρυγόνα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	2.0	1	1	1	1	1.0	1.25	2.93
τρυγονάκι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	2.25	1	1	1	1	1.0	1.26	2.95
τρυγόνι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.33	1.0	2.33	1	1	1	0	0.75	1.13	2.68
τρύπα	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.5	2.5	-1	0	-1	0	-0.5	-0.73	-1.29
τρυπώ	VERB	VERB	VERB	VERB		1.0	2.33	1.0	1.0	1.33	1.33	-1	-1	0	-1	-0.75	-1.05	-1.97
τρυφερός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.75	1.0	2.25	1	1	1	1	1.0	1.46	3.38
τρυφερότητα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	2.25	1	1	1	1	1.0	1.46	3.38
τσαγκαροδευτέρα	NOUN	NOUN	NOUN	NOUN		1.0	1.75	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.25	-2.4
τσακίδια	NOUN	NOUN	NOUN	NOUN		4.0	3.25	1.0	1.0	1.25	2.0	-1	-1	-1	-1	-1.0	-1.65	-3.25
τσακίζω	VERB	VERB	VERB	VERB		3.25	3.0	1.25	1.0	2.0	2.0	-1	-1	-1	-1	-1.0	-1.65	-3.25
τσαρλατάνος	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.1	-2.08
τσιγγαναριό	NOUN	NOUN	NOUN	NOUN		2.5	3.25	1.25	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.5	-2.93
τσιγγάνος	NOUN	NOUN	NOUN	NOUN		2.67	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.17	-2.23
τσιμεντούπολη	NOUN	NOUN	NOUN	NOUN		1.33	2.67	1.0	1.0	1.67	1.67	-1	0	-1	-1	-0.75	-1.13	-2.14
τσιμπούκι	NOUN	NOUN	NOUN	NOUN		3.33	3.67	1.0	1.67	1.67	3.0	-1	0	-1	-0.5	-0.62	-1.1	-2.08
τσιράκι	NOUN	NOUN	NOUN	NOUN		2.25	3.25	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.46	-2.85
τσομπάνης	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	-1	-0.75	-1.18	-2.25
τσομπάνος	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	-1	-0.75	-1.18	-2.25
τσοπάνης	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	-1	-0.75	-1.18	-2.25
τσοπάνος	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	-1	-0.75	-1.18	-2.25
τσουλούφι	NOUN	NOUN	NOUN	NOUN		2.5	1.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
τσούρμο	NOUN	NOUN	NOUN	NOUN		2.33	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-0.5	-0.62	-0.97	-1.8
τσουτσέκι	NOUN	NOUN	NOUN	NOUN		3.0	2.75	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
τυπικούρα	NOUN	NOUN	NOUN	NOUN		2.33	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
τυπικούρας	NOUN	NOUN	NOUN	NOUN		2.33	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
τυπολάτρης	NOUN	NOUN	NOUN	NOUN		1.33	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.03	-1.93
τυποποίηση	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.75	-1.33
τυρόγαλο	NOUN	NOUN	NOUN	NOUN		2.0	2.5	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.36	-2.63
τύφλα	ADV	NOUN	ADV	NOUN		1.67	2.33	1.0	1.0	1.33	2.33	-1	0	-1	-0.5	-0.62	-0.94	-1.74
τυφλοσούρτης	NOUN	NOUN	NOUN	NOUN		1.33	2.0	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.02	-1.91
τυφλώνω	VERB	VERB	VERB	VERB		1.25	2.5	1.0	2.0	1.75	1.5	-1	-0.5	-1	-0.5	-0.75	-0.92	-1.7
τυχεράκιας	NOUN	NOUN	NOUN	NOUN		1.0	1.33	1.0	3.33	1.0	3.67	1	0	1	1	0.75	1.17	2.76
τυχερός	ADJ	ADJ	ADJ	ADJ		1.0	1.33	1.0	3.0	1.0	3.33	1	0	1	0.5	0.62	0.95	2.29
τυχερούλης	ADJ	ADJ	ADJ	ADJ		1.0	1.33	1.0	3.33	1.0	3.33	1	0	1	1	0.75	1.15	2.72
τύψη	NOUN	NOUN	NOUN	NOUN		1.25	2.0	1.25	1.0	2.25	1.5	-1	-1	-1	-1	-1.0	-1.4	-2.72
ύβρις	NOUN	NOUN	NOUN	NOUN		2.25	2.75	1.25	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.44	-2.81
ύμνος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	2.5	1	1	1	1	1.0	1.27	2.98
ύπανδρος	ADJ	ADJ	ADJ	NOUN		1.33	2.0	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.02	-1.91
υπάνθρωπος	NOUN	NOUN	NOUN	NOUN		2.5	3.5	1.25	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.53	-3.0
υπάνθρωπος	NOUN	NOUN	NOUN	NOUN		2.67	3.0	1.33	1.0	1.0	1.67	0	-1	-1	-1	-0.75	-1.27	-2.44
υπερηφάνεια	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	3.75	1.0	2.0	1	1	1	0.5	0.88	1.3	3.04
υπερηφανεύομαι	VERB	VERB	VERB	VERB		1.0	1.25	1.0	3.75	1.0	2.0	1	1	1	0.5	0.88	1.3	3.04
